timestamp,Toevoer auditorium
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,1.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,1.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,3.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,8.0
2022-01-21,16.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,17.0
2022-01-25,17.0
2022-01-26,16.0
2022-01-27,13.0
2022-01-28,16.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,15.0
2022-02-01,8.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,11.0
2022-02-15,16.0
2022-02-16,15.0
2022-02-17,14.0
2022-02-18,16.0
2022-02-19,0.0
2022-02-20,4.0
2022-02-21,34.0
2022-02-22,36.0
2022-02-23,36.0
2022-02-24,37.0
2022-02-25,40.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,18.0
2022-03-01,17.0
2022-03-02,18.0
2022-03-03,18.0
2022-03-04,18.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,17.0
2022-03-08,18.0
2022-03-09,18.0
2022-03-10,18.0
2022-03-11,22.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,18.0
2022-03-15,18.0
2022-03-16,18.0
2022-03-17,17.0
2022-03-18,18.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,17.0
2022-03-22,18.0
2022-03-23,17.0
2022-03-24,17.0
2022-03-25,17.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,18.0
2022-03-29,17.0
2022-03-30,17.0
2022-03-31,18.0
2022-04-01,17.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,17.0
2022-04-05,17.0
2022-04-06,18.0
2022-04-07,17.0
2022-04-08,17.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,17.0
2022-04-12,18.0
2022-04-13,17.0
2022-04-14,18.0
2022-04-15,17.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,18.0
2022-04-19,17.0
2022-04-20,17.0
2022-04-21,17.0
2022-04-22,18.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,17.0
2022-04-26,16.0
2022-04-27,17.0
2022-04-28,16.0
2022-04-29,17.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,17.0
2022-05-03,16.0
2022-05-04,17.0
2022-05-05,17.0
2022-05-06,17.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,16.0
2022-05-10,17.0
2022-05-11,17.0
2022-05-12,16.0
2022-05-13,17.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,17.0
2022-05-17,46.0
2022-05-18,17.0
2022-05-19,18.0
2022-05-20,20.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,23.0
2022-05-24,19.0
2022-05-25,16.0
2022-05-26,16.0
2022-05-27,16.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,16.0
2022-05-31,16.0
2022-06-01,15.0
2022-06-02,16.0
2022-06-03,17.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,16.0
2022-06-07,16.0
2022-06-08,16.0
2022-06-09,49.0
2022-06-10,16.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,15.0
2022-06-14,15.0
2022-06-15,31.0
2022-06-16,14.0
2022-06-17,16.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,14.0
2022-06-21,24.0
2022-06-22,15.0
2022-06-23,15.0
2022-06-24,15.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,14.0
2022-06-28,14.0
2022-06-29,15.0
2022-06-30,14.0
2022-07-01,14.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,14.0
2022-07-05,14.0
2022-07-06,13.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,14.0
2022-07-12,15.0
2022-07-13,14.0
2022-07-14,14.0
2022-07-15,14.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,14.0
2022-07-19,16.0
2022-07-20,14.0
2022-07-21,14.0
2022-07-22,14.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,14.0
2022-07-26,17.0
2022-07-27,14.0
2022-07-28,14.0
2022-07-29,15.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,14.0
2022-08-02,14.0
2022-08-03,15.0
2022-08-04,18.0
2022-08-05,14.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,14.0
2022-08-09,14.0
2022-08-10,15.0
2022-08-11,15.0
2022-08-12,15.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,14.0
2022-08-16,15.0
2022-08-17,14.0
2022-08-18,15.0
2022-08-19,15.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,14.0
2022-08-23,15.0
2022-08-24,14.0
2022-08-25,15.0
2022-08-26,14.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,15.0
2022-08-30,14.0
2022-08-31,15.0
2022-09-01,14.0
2022-09-02,15.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,15.0
2022-09-06,14.0
2022-09-07,15.0
2022-09-08,14.0
2022-09-09,14.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,15.0
2022-09-13,14.0
2022-09-14,12.0
2022-09-15,44.0
2022-09-16,51.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,51.0
2022-09-20,50.0
2022-09-21,52.0
2022-09-22,51.0
2022-09-23,52.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,53.0
2022-09-27,52.0
2022-09-28,52.0
2022-09-29,52.0
2022-09-30,52.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,52.0
2022-10-04,52.0
2022-10-05,52.0
2022-10-06,51.0
2022-10-07,52.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,51.0
2022-10-11,51.0
2022-10-12,52.0
2022-10-13,52.0
2022-10-14,52.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,52.0
2022-10-18,51.0
2022-10-19,52.0
2022-10-20,52.0
2022-10-21,53.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,52.0
2022-10-25,52.0
2022-10-26,52.0
2022-10-27,53.0
2022-10-28,52.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,52.0
2022-11-01,52.0
2022-11-02,52.0
2022-11-03,52.0
2022-11-04,51.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,53.0
2022-11-08,52.0
2022-11-09,52.0
2022-11-10,51.0
2022-11-11,51.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,51.0
2022-11-15,53.0
2022-11-16,52.0
2022-11-17,53.0
2022-11-18,51.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,52.0
2022-11-22,51.0
2022-11-23,52.0
2022-11-24,52.0
2022-11-25,51.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,16.0
2022-11-29,0.0
2022-11-30,44.0
2022-12-01,50.0
2022-12-02,50.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,50.0
2022-12-06,50.0
2022-12-07,50.0
2022-12-08,50.0
2022-12-09,49.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,47.0
2022-12-13,49.0
2022-12-14,50.0
2022-12-15,47.0
2022-12-16,50.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,52.0
2022-12-20,51.0
2022-12-21,51.0
2022-12-22,51.0
2022-12-23,52.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,51.0
2022-12-27,50.0
2022-12-28,51.0
2022-12-29,51.0
2022-12-30,52.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,50.0
2023-01-03,50.0
2023-01-04,51.0
2023-01-05,50.0
2023-01-06,50.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,51.0
2023-01-10,51.0
2023-01-11,51.0
2023-01-12,51.0
2023-01-13,49.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,52.0
2023-01-17,49.0
2023-01-18,50.0
2023-01-19,49.0
2023-01-20,50.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,49.0
2023-01-24,48.0
2023-01-25,49.0
2023-01-26,49.0
2023-01-27,49.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,50.0
2023-01-31,49.0
2023-02-01,48.0
2023-02-02,49.0
2023-02-03,50.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,48.0
2023-02-07,49.0
2023-02-08,49.0
2023-02-09,49.0
2023-02-10,48.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,50.0
2023-02-14,50.0
2023-02-15,49.0
2023-02-16,47.0
2023-02-17,46.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,46.0
2023-02-21,47.0
2023-02-22,47.0
2023-02-23,46.0
2023-02-24,47.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,46.0
2023-02-28,45.0
2023-03-01,46.0
2023-03-02,47.0
2023-03-03,46.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,46.0
2023-03-07,46.0
2023-03-08,47.0
2023-03-09,46.0
2023-03-10,47.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,48.0
2023-03-14,47.0
2023-03-15,46.0
2023-03-16,47.0
2023-03-17,48.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,47.0
2023-03-21,48.0
2023-03-22,48.0
2023-03-23,47.0
2023-03-24,48.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,46.0
2023-03-28,46.0
2023-03-29,47.0
2023-03-30,47.0
2023-03-31,48.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,47.0
2023-04-04,40.0
2023-04-05,41.0
2023-04-06,47.0
2023-04-07,47.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,48.0
2023-04-11,45.0
2023-04-12,48.0
2023-04-13,46.0
2023-04-14,47.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,47.0
2023-04-18,47.0
2023-04-19,48.0
2023-04-20,47.0
2023-04-21,48.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,47.0
2023-04-25,46.0
2023-04-26,46.0
2023-04-27,47.0
2023-04-28,47.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,47.0
2023-05-02,47.0
2023-05-03,46.0
2023-05-04,48.0
2023-05-05,47.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,48.0
2023-05-09,48.0
2023-05-10,42.0
2023-05-11,47.0
2023-05-12,48.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,47.0
2023-05-16,46.0
2023-05-17,47.0
2023-05-18,46.0
2023-05-19,47.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,48.0
2023-05-23,47.0
2023-05-24,46.0
2023-05-25,47.0
2023-05-26,47.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,47.0
2023-05-30,47.0
2023-05-31,47.0
2023-06-01,47.0
2023-06-02,47.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,46.0
2023-06-06,47.0
2023-06-07,48.0
2023-06-08,48.0
2023-06-09,49.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,49.0
2023-06-13,49.0
2023-06-14,49.0
2023-06-15,49.0
2023-06-16,48.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,48.0
2023-06-20,49.0
2023-06-21,48.0
2023-06-22,49.0
2023-06-23,48.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,46.0
2023-06-27,46.0
2023-06-28,48.0
2023-06-29,48.0
2023-06-30,47.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,46.0
2023-07-04,47.0
2023-07-05,46.0
2023-07-06,47.0
2023-07-07,49.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,47.0
2023-07-11,48.0
2023-07-12,47.0
2023-07-13,47.0
2023-07-14,48.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,47.0
2023-07-18,47.0
2023-07-19,47.0
2023-07-20,47.0
2023-07-21,47.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,48.0
2023-07-25,47.0
2023-07-26,46.0
2023-07-27,48.0
2023-07-28,48.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,48.0
2023-08-01,47.0
2023-08-02,49.0
2023-08-03,48.0
2023-08-04,47.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,47.0
2023-08-08,46.0
2023-08-09,48.0
2023-08-10,47.0
2023-08-11,49.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,48.0
2023-08-15,48.0
2023-08-16,48.0
2023-08-17,47.0
2023-08-18,49.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,47.0
2023-08-22,48.0
2023-08-23,47.0
2023-08-24,48.0
2023-08-25,48.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,47.0
2023-08-29,47.0
2023-08-30,47.0
2023-08-31,47.0
2023-09-01,47.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,49.0
2023-09-05,48.0
2023-09-06,49.0
2023-09-07,49.0
2023-09-08,49.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,48.0
2023-09-12,48.0
2023-09-13,47.0
2023-09-14,47.0
2023-09-15,48.0
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,48.0
2023-09-19,47.0
2023-09-20,49.0
2023-09-21,47.0
2023-09-22,47.0
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,48.0
2023-09-26,47.0
2023-09-27,48.0
2023-09-28,47.0
2023-09-29,46.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,47.0
2023-10-03,46.0
2023-10-04,46.0
2023-10-05,45.0
2023-10-06,47.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,47.0
2023-10-10,47.0
2023-10-11,44.0
2023-10-12,42.0
2023-10-13,42.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,41.0
2023-10-17,42.0
2023-10-18,42.0
2023-10-19,43.0
2023-10-20,43.0
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,42.0
2023-10-24,42.0
2023-10-25,42.0
2023-10-26,42.0
2023-10-27,42.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,43.0
2023-10-31,41.0
2023-11-01,43.0
2023-11-02,44.0
2023-11-03,42.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,41.0
2023-11-07,42.0
2023-11-08,41.0
2023-11-09,41.0
2023-11-10,41.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,41.0
2023-11-14,40.0
2023-11-15,40.0
2023-11-16,40.0
2023-11-17,41.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,40.0
2023-11-21,40.0
2023-11-22,40.0
2023-11-23,40.0
2023-11-24,41.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,40.0
2023-11-28,40.0
2023-11-29,39.0
2023-11-30,39.0
2023-12-01,39.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,41.0
2023-12-05,40.0
2023-12-06,39.0
2023-12-07,40.0
2023-12-08,41.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,40.0
2023-12-12,32.0
2023-12-13,41.0
2023-12-14,40.0
2023-12-15,39.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,40.0
2023-12-19,40.0
2023-12-20,39.0
2023-12-21,39.0
2023-12-22,39.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,41.0
2023-12-26,40.0
2023-12-27,40.0
2023-12-28,41.0
2023-12-29,40.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,40.0
2024-01-02,41.0
2024-01-03,40.0
2024-01-04,41.0
2024-01-05,40.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,40.0
2024-01-09,38.0
2024-01-10,39.0
2024-01-11,39.0
2024-01-12,38.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,39.0
2024-01-16,39.0
2024-01-17,39.0
2024-01-18,39.0
2024-01-19,39.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,31.0
2024-01-23,40.0
2024-01-24,38.0
2024-01-25,40.0
2024-01-26,38.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,39.0
2024-01-30,40.0
2024-01-31,39.0
2024-02-01,39.0
2024-02-02,39.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,39.0
2024-02-06,40.0
2024-02-07,40.0
2024-02-08,40.0
2024-02-09,41.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,40.0
2024-02-13,39.0
2024-02-14,41.0
2024-02-15,41.0
2024-02-16,40.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,39.0
2024-02-20,40.0
2024-02-21,40.0
2024-02-22,42.0
2024-02-23,40.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,40.0
2024-02-27,40.0
2024-02-28,39.0
2024-02-29,41.0
2024-03-01,41.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,39.0
2024-03-05,40.0
2024-03-06,40.0
2024-03-07,40.0
2024-03-08,40.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,40.0
2024-03-12,40.0
2024-03-13,40.0
2024-03-14,42.0
2024-03-15,40.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,40.0
2024-03-19,40.0
2024-03-20,40.0
2024-03-21,40.0
2024-03-22,39.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,41.0
2024-03-26,40.0
2024-03-27,41.0
2024-03-28,41.0
2024-03-29,41.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,40.0
2024-04-02,41.0
2024-04-03,41.0
2024-04-04,40.0
2024-04-05,41.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,41.0
2024-04-09,41.0
2024-04-10,39.0
2024-04-11,40.0
2024-04-12,39.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,40.0
2024-04-16,40.0
2024-04-17,40.0
2024-04-18,39.0
2024-04-19,39.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,39.0
2024-04-23,39.0
2024-04-24,40.0
2024-04-25,39.0
2024-04-26,39.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,41.0
2024-04-30,41.0
2024-05-01,42.0
2024-05-02,41.0
2024-05-03,41.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,40.0
2024-05-07,40.0
2024-05-08,40.0
2024-05-09,40.0
2024-05-10,40.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,42.0
2024-05-14,43.0
2024-05-15,40.0
2024-05-16,42.0
2024-05-17,40.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,41.0
2024-05-21,41.0
2024-05-22,41.0
2024-05-23,40.0
2024-05-24,41.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,40.0
2024-05-28,40.0
2024-05-29,40.0
2024-05-30,41.0
2024-05-31,40.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,40.0
2024-06-04,38.0
2024-06-05,40.0
2024-06-06,40.0
2024-06-07,40.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,41.0
2024-06-11,39.0
2024-06-12,40.0
2024-06-13,40.0
2024-06-14,41.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,41.0
2024-06-18,40.0
2024-06-19,40.0
2024-06-20,41.0
2024-06-21,40.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,42.0
2024-06-25,42.0
2024-06-26,43.0
2024-06-27,41.0
2024-06-28,40.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,40.0
2024-07-02,40.0
2024-07-03,40.0
2024-07-04,40.0
2024-07-05,40.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,41.0
2024-07-09,42.0
2024-07-10,40.0
2024-07-11,41.0
2024-07-12,40.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,41.0
2024-07-16,41.0
2024-07-17,39.0
2024-07-18,41.0
2024-07-19,42.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,40.0
2024-07-23,41.0
2024-07-24,40.0
2024-07-25,41.0
2024-07-26,40.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,42.0
2024-07-30,42.0
2024-07-31,41.0
2024-08-01,41.0
2024-08-02,42.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,41.0
2024-08-06,42.0
2024-08-07,40.0
2024-08-08,40.0
2024-08-09,41.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,42.0
2024-08-13,42.0
2024-08-14,41.0
2024-08-15,41.0
2024-08-16,41.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,41.0
2024-08-20,41.0
2024-08-21,39.0
2024-08-22,40.0
2024-08-23,41.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,40.0
2024-08-27,42.0
2024-08-28,42.0
2024-08-29,40.0
2024-08-30,41.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,42.0
2024-09-03,41.0
2024-09-04,41.0
2024-09-05,42.0
2024-09-06,42.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,40.0
2024-09-10,41.0
2024-09-11,39.0
2024-09-12,40.0
2024-09-13,40.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,40.0
2024-09-17,40.0
2024-09-18,41.0
2024-09-19,41.0
2024-09-20,41.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,41.0
2024-09-24,40.0
2024-09-25,41.0
2024-09-26,41.0
2024-09-27,41.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,42.0
2024-10-01,41.0
2024-10-02,40.0
2024-10-03,39.0
2024-10-04,37.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,40.0
2024-10-08,41.0
2024-10-09,42.0
2024-10-10,40.0
2024-10-11,39.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,40.0
2024-10-15,40.0
2024-10-16,42.0
2024-10-17,41.0
2024-10-18,40.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,40.0
2024-10-22,40.0
2024-10-23,36.0
2024-10-24,38.0
2024-10-25,37.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,40.0
2024-10-29,38.0
2024-10-30,37.0
2024-10-31,36.0
2024-11-01,39.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,39.0
2024-11-05,39.0
2024-11-06,39.0
2024-11-07,39.0
2024-11-08,39.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,39.0
2024-11-12,39.0
2024-11-13,38.0
2024-11-14,39.0
2024-11-15,40.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,38.0
2024-11-19,36.0
2024-11-20,39.0
2024-11-21,37.0
2024-11-22,39.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,40.0
2024-11-26,40.0
2024-11-27,39.0
2024-11-28,36.0
2024-11-29,38.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,40.0
2024-12-03,36.0
2024-12-04,39.0
2024-12-05,40.0
2024-12-06,39.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,39.0
2024-12-10,39.0
2024-12-11,38.0
2024-12-12,39.0
2024-12-13,38.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,39.0
2024-12-17,40.0
2024-12-18,39.0
2024-12-19,40.0
2024-12-20,39.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,38.0
2024-12-24,40.0
2024-12-25,39.0
2024-12-26,39.0
2024-12-27,38.0
