timestamp,Toevoer toren 6
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,19.0
2021-11-26,12.0
2021-11-27,12.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,17.0
2021-12-01,26.0
2021-12-02,21.0
2021-12-03,19.0
2021-12-04,1.0
2021-12-05,0.0
2021-12-06,19.0
2021-12-07,23.0
2021-12-08,23.0
2021-12-09,25.0
2021-12-10,15.0
2021-12-11,9.0
2021-12-12,0.0
2021-12-13,24.0
2021-12-14,25.0
2021-12-15,28.0
2021-12-16,24.0
2021-12-17,18.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,24.0
2021-12-21,24.0
2021-12-22,26.0
2021-12-23,19.0
2021-12-24,15.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,14.0
2021-12-28,17.0
2021-12-29,18.0
2021-12-30,17.0
2021-12-31,15.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,17.0
2022-01-04,23.0
2022-01-05,24.0
2022-01-06,17.0
2022-01-07,22.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,24.0
2022-01-11,24.0
2022-01-12,24.0
2022-01-13,21.0
2022-01-14,28.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,27.0
2022-01-18,27.0
2022-01-19,25.0
2022-01-20,21.0
2022-01-21,25.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,23.0
2022-01-25,26.0
2022-01-26,23.0
2022-01-27,24.0
2022-01-28,21.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,35.0
2022-02-01,30.0
2022-02-02,23.0
2022-02-03,30.0
2022-02-04,21.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,28.0
2022-02-08,27.0
2022-02-09,25.0
2022-02-10,23.0
2022-02-11,25.0
2022-02-12,0.0
2022-02-13,1.0
2022-02-14,25.0
2022-02-15,28.0
2022-02-16,30.0
2022-02-17,30.0
2022-02-18,13.0
2022-02-19,0.0
2022-02-20,14.0
2022-02-21,126.0
2022-02-22,123.0
2022-02-23,123.0
2022-02-24,122.0
2022-02-25,83.0
2022-02-26,2.0
2022-02-27,0.0
2022-02-28,29.0
2022-03-01,29.0
2022-03-02,29.0
2022-03-03,23.0
2022-03-04,25.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,29.0
2022-03-08,32.0
2022-03-09,23.0
2022-03-10,25.0
2022-03-11,25.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,30.0
2022-03-15,32.0
2022-03-16,28.0
2022-03-17,31.0
2022-03-18,27.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,32.0
2022-03-22,33.0
2022-03-23,29.0
2022-03-24,31.0
2022-03-25,26.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,31.0
2022-03-29,32.0
2022-03-30,32.0
2022-03-31,33.0
2022-04-01,31.0
2022-04-02,0.0
2022-04-03,1.0
2022-04-04,30.0
2022-04-05,30.0
2022-04-06,29.0
2022-04-07,36.0
2022-04-08,24.0
2022-04-09,1.0
2022-04-10,5.0
2022-04-11,32.0
2022-04-12,34.0
2022-04-13,28.0
2022-04-14,32.0
2022-04-15,19.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,1.0
2022-04-19,33.0
2022-04-20,46.0
2022-04-21,47.0
2022-04-22,27.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,31.0
2022-04-26,53.0
2022-04-27,3.0
2022-04-28,44.0
2022-04-29,51.0
2022-04-30,8.0
2022-05-01,1.0
2022-05-02,42.0
2022-05-03,49.0
2022-05-04,49.0
2022-05-05,48.0
2022-05-06,33.0
2022-05-07,0.0
2022-05-08,1.0
2022-05-09,45.0
2022-05-10,47.0
2022-05-11,48.0
2022-05-12,50.0
2022-05-13,46.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,45.0
2022-05-17,49.0
2022-05-18,44.0
2022-05-19,52.0
2022-05-20,32.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,32.0
2022-05-24,36.0
2022-05-25,30.0
2022-05-26,0.0
2022-05-27,20.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,31.0
2022-05-31,34.0
2022-06-01,31.0
2022-06-02,34.0
2022-06-03,26.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,33.0
2022-06-08,31.0
2022-06-09,29.0
2022-06-10,24.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,32.0
2022-06-14,24.0
2022-06-15,34.0
2022-06-16,33.0
2022-06-17,25.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,31.0
2022-06-21,33.0
2022-06-22,34.0
2022-06-23,35.0
2022-06-24,23.0
2022-06-25,1.0
2022-06-26,0.0
2022-06-27,34.0
2022-06-28,45.0
2022-06-29,49.0
2022-06-30,41.0
2022-07-01,28.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,32.0
2022-07-05,32.0
2022-07-06,32.0
2022-07-07,31.0
2022-07-08,23.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,39.0
2022-07-12,51.0
2022-07-13,48.0
2022-07-14,48.0
2022-07-15,35.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,46.0
2022-07-19,51.0
2022-07-20,46.0
2022-07-21,43.0
2022-07-22,34.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,39.0
2022-07-26,45.0
2022-07-27,29.0
2022-07-28,26.0
2022-07-29,23.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,28.0
2022-08-02,32.0
2022-08-03,31.0
2022-08-04,30.0
2022-08-05,23.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,26.0
2022-08-09,33.0
2022-08-10,26.0
2022-08-11,32.0
2022-08-12,24.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,32.0
2022-08-16,34.0
2022-08-17,25.0
2022-08-18,34.0
2022-08-19,30.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,35.0
2022-08-23,35.0
2022-08-24,33.0
2022-08-25,36.0
2022-08-26,26.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,28.0
2022-08-30,33.0
2022-08-31,33.0
2022-09-01,36.0
2022-09-02,28.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,31.0
2022-09-06,32.0
2022-09-07,32.0
2022-09-08,35.0
2022-09-09,23.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,31.0
2022-09-13,32.0
2022-09-14,27.0
2022-09-15,29.0
2022-09-16,31.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,31.0
2022-09-20,33.0
2022-09-21,33.0
2022-09-22,33.0
2022-09-23,28.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,31.0
2022-09-27,34.0
2022-09-28,31.0
2022-09-29,27.0
2022-09-30,27.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,40.0
2022-10-04,35.0
2022-10-05,34.0
2022-10-06,35.0
2022-10-07,27.0
2022-10-08,0.0
2022-10-09,1.0
2022-10-10,31.0
2022-10-11,48.0
2022-10-12,37.0
2022-10-13,33.0
2022-10-14,34.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,40.0
2022-10-18,45.0
2022-10-19,40.0
2022-10-20,44.0
2022-10-21,30.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,40.0
2022-10-25,42.0
2022-10-26,41.0
2022-10-27,45.0
2022-10-28,39.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,38.0
2022-11-01,38.0
2022-11-02,44.0
2022-11-03,45.0
2022-11-04,34.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,44.0
2022-11-08,44.0
2022-11-09,34.0
2022-11-10,45.0
2022-11-11,34.0
2022-11-12,9.0
2022-11-13,0.0
2022-11-14,43.0
2022-11-15,44.0
2022-11-16,44.0
2022-11-17,44.0
2022-11-18,32.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,38.0
2022-11-22,42.0
2022-11-23,25.0
2022-11-24,42.0
2022-11-25,31.0
2022-11-26,1.0
2022-11-27,0.0
2022-11-28,45.0
2022-11-29,54.0
2022-11-30,46.0
2022-12-01,48.0
2022-12-02,33.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,49.0
2022-12-06,50.0
2022-12-07,47.0
2022-12-08,44.0
2022-12-09,32.0
2022-12-10,4.0
2022-12-11,0.0
2022-12-12,40.0
2022-12-13,44.0
2022-12-14,43.0
2022-12-15,44.0
2022-12-16,34.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,43.0
2022-12-20,34.0
2022-12-21,36.0
2022-12-22,35.0
2022-12-23,21.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,20.0
2022-12-28,21.0
2022-12-29,22.0
2022-12-30,18.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,23.0
2023-01-03,29.0
2023-01-04,31.0
2023-01-05,31.0
2023-01-06,29.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,33.0
2023-01-10,35.0
2023-01-11,32.0
2023-01-12,35.0
2023-01-13,30.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,31.0
2023-01-17,33.0
2023-01-18,33.0
2023-01-19,35.0
2023-01-20,27.0
2023-01-21,4.0
2023-01-22,0.0
2023-01-23,34.0
2023-01-24,31.0
2023-01-25,31.0
2023-01-26,35.0
2023-01-27,32.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,38.0
2023-01-31,37.0
2023-02-01,34.0
2023-02-02,37.0
2023-02-03,29.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,33.0
2023-02-07,34.0
2023-02-08,32.0
2023-02-09,32.0
2023-02-10,23.0
2023-02-11,1.0
2023-02-12,0.0
2023-02-13,31.0
2023-02-14,35.0
2023-02-15,33.0
2023-02-16,34.0
2023-02-17,31.0
2023-02-18,1.0
2023-02-19,0.0
2023-02-20,32.0
2023-02-21,36.0
2023-02-22,35.0
2023-02-23,34.0
2023-02-24,29.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,32.0
2023-02-28,31.0
2023-03-01,30.0
2023-03-02,33.0
2023-03-03,27.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,34.0
2023-03-07,34.0
2023-03-08,33.0
2023-03-09,46.0
2023-03-10,33.0
2023-03-11,1.0
2023-03-12,0.0
2023-03-13,46.0
2023-03-14,47.0
2023-03-15,42.0
2023-03-16,41.0
2023-03-17,34.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,42.0
2023-03-21,41.0
2023-03-22,41.0
2023-03-23,44.0
2023-03-24,27.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,40.0
2023-03-28,40.0
2023-03-29,40.0
2023-03-30,45.0
2023-03-31,39.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,39.0
2023-04-04,39.0
2023-04-05,41.0
2023-04-06,38.0
2023-04-07,20.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,40.0
2023-04-12,40.0
2023-04-13,42.0
2023-04-14,31.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,38.0
2023-04-18,41.0
2023-04-19,46.0
2023-04-20,48.0
2023-04-21,29.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,44.0
2023-04-25,44.0
2023-04-26,42.0
2023-04-27,0.0
2023-04-28,31.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,40.0
2023-05-02,41.0
2023-05-03,40.0
2023-05-04,45.0
2023-05-05,37.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,44.0
2023-05-09,44.0
2023-05-10,45.0
2023-05-11,45.0
2023-05-12,25.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,42.0
2023-05-16,44.0
2023-05-17,45.0
2023-05-18,3.0
2023-05-19,35.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,46.0
2023-05-23,43.0
2023-05-24,44.0
2023-05-25,42.0
2023-05-26,34.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,43.0
2023-05-31,45.0
2023-06-01,43.0
2023-06-02,33.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,44.0
2023-06-06,44.0
2023-06-07,44.0
2023-06-08,45.0
2023-06-09,37.0
2023-06-10,3.0
2023-06-11,1.0
2023-06-12,45.0
2023-06-13,36.0
2023-06-14,47.0
2023-06-15,44.0
2023-06-16,33.0
2023-06-17,0.0
2023-06-18,4.0
2023-06-19,43.0
2023-06-20,43.0
2023-06-21,42.0
2023-06-22,44.0
2023-06-23,35.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,42.0
2023-06-27,46.0
2023-06-28,43.0
2023-06-29,47.0
2023-06-30,39.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,41.0
2023-07-04,45.0
2023-07-05,41.0
2023-07-06,36.0
2023-07-07,37.0
2023-07-08,0.0
2023-07-09,4.0
2023-07-10,44.0
2023-07-11,47.0
2023-07-12,45.0
2023-07-13,46.0
2023-07-14,31.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,43.0
2023-07-18,48.0
2023-07-19,42.0
2023-07-20,47.0
2023-07-21,34.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,39.0
2023-07-25,45.0
2023-07-26,34.0
2023-07-27,44.0
2023-07-28,33.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,42.0
2023-08-01,50.0
2023-08-02,34.0
2023-08-03,43.0
2023-08-04,31.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,42.0
2023-08-08,41.0
2023-08-09,37.0
2023-08-10,51.0
2023-08-11,45.0
2023-08-12,0.0
2023-08-13,6.0
2023-08-14,60.0
2023-08-15,62.0
2023-08-16,61.0
2023-08-17,46.0
2023-08-18,31.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,41.0
2023-08-22,44.0
2023-08-23,44.0
2023-08-24,47.0
2023-08-25,37.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,42.0
2023-08-29,45.0
2023-08-30,43.0
2023-08-31,43.0
2023-09-01,40.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,44.0
2023-09-05,50.0
2023-09-06,51.0
2023-09-07,57.0
2023-09-08,38.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,45.0
2023-09-12,47.0
2023-09-13,44.0
2023-09-14,44.0
2023-09-15,38.0
2023-09-16,1.0
2023-09-17,0.0
2023-09-18,44.0
2023-09-19,40.0
2023-09-20,42.0
2023-09-21,48.0
2023-09-22,37.0
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,43.0
2023-09-26,49.0
2023-09-27,49.0
2023-09-28,49.0
2023-09-29,39.0
2023-09-30,1.0
2023-10-01,0.0
2023-10-02,46.0
2023-10-03,50.0
2023-10-04,50.0
2023-10-05,54.0
2023-10-06,47.0
2023-10-07,0.0
2023-10-08,7.0
2023-10-09,51.0
2023-10-10,54.0
2023-10-11,48.0
2023-10-12,51.0
2023-10-13,46.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,46.0
2023-10-17,45.0
2023-10-18,49.0
2023-10-19,54.0
2023-10-20,46.0
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,43.0
2023-10-24,47.0
2023-10-25,44.0
2023-10-26,49.0
2023-10-27,45.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,46.0
2023-10-31,47.0
2023-11-01,44.0
2023-11-02,43.0
2023-11-03,44.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,44.0
2023-11-07,49.0
2023-11-08,47.0
2023-11-09,45.0
2023-11-10,36.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,43.0
2023-11-14,47.0
2023-11-15,48.0
2023-11-16,42.0
2023-11-17,41.0
2023-11-18,0.0
2023-11-19,1.0
2023-11-20,43.0
2023-11-21,46.0
2023-11-22,41.0
2023-11-23,45.0
2023-11-24,36.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,44.0
2023-11-28,46.0
2023-11-29,43.0
2023-11-30,41.0
2023-12-01,31.0
2023-12-02,1.0
2023-12-03,0.0
2023-12-04,40.0
2023-12-05,46.0
2023-12-06,43.0
2023-12-07,43.0
2023-12-08,26.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,43.0
2023-12-12,46.0
2023-12-13,47.0
2023-12-14,46.0
2023-12-15,38.0
2023-12-16,1.0
2023-12-17,0.0
2023-12-18,42.0
2023-12-19,41.0
2023-12-20,45.0
2023-12-21,45.0
2023-12-22,35.0
2023-12-23,6.0
2023-12-24,2.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,27.0
2023-12-28,28.0
2023-12-29,24.0
2023-12-30,0.0
2023-12-31,1.0
2024-01-01,0.0
2024-01-02,33.0
2024-01-03,33.0
2024-01-04,40.0
2024-01-05,33.0
2024-01-06,0.0
2024-01-07,4.0
2024-01-08,42.0
2024-01-09,44.0
2024-01-10,40.0
2024-01-11,43.0
2024-01-12,31.0
2024-01-13,3.0
2024-01-14,0.0
2024-01-15,40.0
2024-01-16,42.0
2024-01-17,43.0
2024-01-18,44.0
2024-01-19,36.0
2024-01-20,1.0
2024-01-21,0.0
2024-01-22,32.0
2024-01-23,43.0
2024-01-24,40.0
2024-01-25,47.0
2024-01-26,32.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,43.0
2024-01-30,45.0
2024-01-31,42.0
2024-02-01,42.0
2024-02-02,33.0
2024-02-03,1.0
2024-02-04,0.0
2024-02-05,44.0
2024-02-06,46.0
2024-02-07,41.0
2024-02-08,42.0
2024-02-09,39.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,44.0
2024-02-13,45.0
2024-02-14,46.0
2024-02-15,45.0
2024-02-16,35.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,40.0
2024-02-20,41.0
2024-02-21,28.0
2024-02-22,38.0
2024-02-23,35.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,44.0
2024-02-27,48.0
2024-02-28,43.0
2024-02-29,42.0
2024-03-01,38.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,44.0
2024-03-05,46.0
2024-03-06,42.0
2024-03-07,43.0
2024-03-08,37.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,44.0
2024-03-12,44.0
2024-03-13,45.0
2024-03-14,44.0
2024-03-15,39.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,45.0
2024-03-19,45.0
2024-03-20,44.0
2024-03-21,45.0
2024-03-22,36.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,43.0
2024-03-26,46.0
2024-03-27,43.0
2024-03-28,43.0
2024-03-29,24.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,44.0
2024-04-03,44.0
2024-04-04,49.0
2024-04-05,39.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,45.0
2024-04-09,45.0
2024-04-10,42.0
2024-04-11,46.0
2024-04-12,35.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,43.0
2024-04-16,45.0
2024-04-17,44.0
2024-04-18,46.0
2024-04-19,42.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,46.0
2024-04-23,45.0
2024-04-24,44.0
2024-04-25,40.0
2024-04-26,36.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,41.0
2024-04-30,44.0
2024-05-01,44.0
2024-05-02,44.0
2024-05-03,36.0
2024-05-04,4.0
2024-05-05,0.0
2024-05-06,43.0
2024-05-07,44.0
2024-05-08,41.0
2024-05-09,0.0
2024-05-10,32.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,45.0
2024-05-14,48.0
2024-05-15,46.0
2024-05-16,46.0
2024-05-17,38.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,45.0
2024-05-22,44.0
2024-05-23,47.0
2024-05-24,37.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,43.0
2024-05-28,44.0
2024-05-29,40.0
2024-05-30,44.0
2024-05-31,37.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,41.0
2024-06-04,44.0
2024-06-05,46.0
2024-06-06,46.0
2024-06-07,33.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,41.0
2024-06-11,34.0
2024-06-12,44.0
2024-06-13,44.0
2024-06-14,39.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,41.0
2024-06-18,42.0
2024-06-19,42.0
2024-06-20,44.0
2024-06-21,35.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,46.0
2024-06-25,49.0
2024-06-26,49.0
2024-06-27,47.0
2024-06-28,37.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,42.0
2024-07-02,43.0
2024-07-03,43.0
2024-07-04,43.0
2024-07-05,36.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,43.0
2024-07-09,48.0
2024-07-10,43.0
2024-07-11,46.0
2024-07-12,35.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,44.0
2024-07-16,43.0
2024-07-17,41.0
2024-07-18,42.0
2024-07-19,34.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,41.0
2024-07-23,46.0
2024-07-24,41.0
2024-07-25,42.0
2024-07-26,35.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,41.0
2024-07-30,46.0
2024-07-31,43.0
2024-08-01,45.0
2024-08-02,33.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,39.0
2024-08-06,44.0
2024-08-07,38.0
2024-08-08,42.0
2024-08-09,36.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,44.0
2024-08-13,50.0
2024-08-14,37.0
2024-08-15,46.0
2024-08-16,37.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,42.0
2024-08-20,48.0
2024-08-21,36.0
2024-08-22,42.0
2024-08-23,29.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,44.0
2024-08-27,46.0
2024-08-28,48.0
2024-08-29,48.0
2024-08-30,39.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,47.0
2024-09-03,52.0
2024-09-04,49.0
2024-09-05,51.0
2024-09-06,38.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,44.0
2024-09-10,44.0
2024-09-11,44.0
2024-09-12,47.0
2024-09-13,34.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,44.0
2024-09-17,46.0
2024-09-18,45.0
2024-09-19,46.0
2024-09-20,39.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,45.0
2024-09-24,43.0
2024-09-25,42.0
2024-09-26,46.0
2024-09-27,37.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,44.0
2024-10-01,48.0
2024-10-02,43.0
2024-10-03,46.0
2024-10-04,38.0
2024-10-05,2.0
2024-10-06,0.0
2024-10-07,42.0
2024-10-08,45.0
2024-10-09,43.0
2024-10-10,45.0
2024-10-11,35.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,43.0
2024-10-15,43.0
2024-10-16,42.0
2024-10-17,48.0
2024-10-18,37.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,42.0
2024-10-22,45.0
2024-10-23,43.0
2024-10-24,47.0
2024-10-25,38.0
2024-10-26,0.0
2024-10-27,4.0
2024-10-28,42.0
2024-10-29,48.0
2024-10-30,51.0
2024-10-31,54.0
2024-11-01,42.0
2024-11-02,2.0
2024-11-03,2.0
2024-11-04,43.0
2024-11-05,45.0
2024-11-06,43.0
2024-11-07,44.0
2024-11-08,41.0
2024-11-09,22.0
2024-11-10,21.0
2024-11-11,53.0
2024-11-12,54.0
2024-11-13,51.0
2024-11-14,46.0
2024-11-15,50.0
2024-11-16,22.0
2024-11-17,20.0
2024-11-18,47.0
2024-11-19,45.0
2024-11-20,40.0
2024-11-21,41.0
2024-11-22,38.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,42.0
2024-11-26,44.0
2024-11-27,48.0
2024-11-28,46.0
2024-11-29,33.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,43.0
2024-12-03,42.0
2024-12-04,47.0
2024-12-05,42.0
2024-12-06,35.0
2024-12-07,2.0
2024-12-08,0.0
2024-12-09,43.0
2024-12-10,46.0
2024-12-11,43.0
2024-12-12,49.0
2024-12-13,30.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,46.0
2024-12-17,34.0
2024-12-18,44.0
2024-12-19,47.0
2024-12-20,34.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,39.0
2024-12-24,26.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,22.0
