timestamp,Afvoer toren 4
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,1.0
2021-11-26,9.0
2021-11-27,7.0
2021-11-28,0.0
2021-11-29,7.0
2021-11-30,10.0
2021-12-01,8.0
2021-12-02,10.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,10.0
2021-12-07,10.0
2021-12-08,12.0
2021-12-09,14.0
2021-12-10,15.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,10.0
2021-12-14,11.0
2021-12-15,10.0
2021-12-16,10.0
2021-12-17,12.0
2021-12-18,0.0
2021-12-19,1.0
2021-12-20,10.0
2021-12-21,11.0
2021-12-22,9.0
2021-12-23,12.0
2021-12-24,8.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,9.0
2021-12-28,11.0
2021-12-29,10.0
2021-12-30,12.0
2021-12-31,7.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,11.0
2022-01-04,11.0
2022-01-05,9.0
2022-01-06,10.0
2022-01-07,20.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,35.0
2022-01-11,36.0
2022-01-12,37.0
2022-01-13,40.0
2022-01-14,40.0
2022-01-15,6.0
2022-01-16,1.0
2022-01-17,42.0
2022-01-18,45.0
2022-01-19,42.0
2022-01-20,39.0
2022-01-21,29.0
2022-01-22,4.0
2022-01-23,0.0
2022-01-24,24.0
2022-01-25,23.0
2022-01-26,9.0
2022-01-27,0.0
2022-01-28,33.0
2022-01-29,6.0
2022-01-30,0.0
2022-01-31,29.0
2022-02-01,34.0
2022-02-02,33.0
2022-02-03,33.0
2022-02-04,29.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,37.0
2022-02-08,40.0
2022-02-09,33.0
2022-02-10,36.0
2022-02-11,33.0
2022-02-12,25.0
2022-02-13,25.0
2022-02-14,48.0
2022-02-15,62.0
2022-02-16,59.0
2022-02-17,54.0
2022-02-18,30.0
2022-02-19,0.0
2022-02-20,8.0
2022-02-21,68.0
2022-02-22,69.0
2022-02-23,68.0
2022-02-24,69.0
2022-02-25,49.0
2022-02-26,3.0
2022-02-27,0.0
2022-02-28,26.0
2022-03-01,28.0
2022-03-02,27.0
2022-03-03,30.0
2022-03-04,27.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,27.0
2022-03-08,29.0
2022-03-09,26.0
2022-03-10,28.0
2022-03-11,26.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,31.0
2022-03-15,30.0
2022-03-16,28.0
2022-03-17,29.0
2022-03-18,28.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,30.0
2022-03-22,30.0
2022-03-23,30.0
2022-03-24,30.0
2022-03-25,26.0
2022-03-26,2.0
2022-03-27,0.0
2022-03-28,28.0
2022-03-29,30.0
2022-03-30,28.0
2022-03-31,29.0
2022-04-01,28.0
2022-04-02,2.0
2022-04-03,0.0
2022-04-04,28.0
2022-04-05,28.0
2022-04-06,29.0
2022-04-07,31.0
2022-04-08,27.0
2022-04-09,0.0
2022-04-10,4.0
2022-04-11,29.0
2022-04-12,30.0
2022-04-13,29.0
2022-04-14,28.0
2022-04-15,18.0
2022-04-16,1.0
2022-04-17,0.0
2022-04-18,6.0
2022-04-19,32.0
2022-04-20,36.0
2022-04-21,40.0
2022-04-22,34.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,30.0
2022-04-26,42.0
2022-04-27,6.0
2022-04-28,35.0
2022-04-29,44.0
2022-04-30,4.0
2022-05-01,0.0
2022-05-02,36.0
2022-05-03,39.0
2022-05-04,39.0
2022-05-05,39.0
2022-05-06,37.0
2022-05-07,2.0
2022-05-08,1.0
2022-05-09,38.0
2022-05-10,42.0
2022-05-11,37.0
2022-05-12,39.0
2022-05-13,37.0
2022-05-14,1.0
2022-05-15,0.0
2022-05-16,38.0
2022-05-17,39.0
2022-05-18,39.0
2022-05-19,33.0
2022-05-20,33.0
2022-05-21,6.0
2022-05-22,3.0
2022-05-23,28.0
2022-05-24,31.0
2022-05-25,28.0
2022-05-26,1.0
2022-05-27,19.0
2022-05-28,2.0
2022-05-29,0.0
2022-05-30,28.0
2022-05-31,29.0
2022-06-01,29.0
2022-06-02,32.0
2022-06-03,28.0
2022-06-04,0.0
2022-06-05,1.0
2022-06-06,1.0
2022-06-07,30.0
2022-06-08,30.0
2022-06-09,26.0
2022-06-10,28.0
2022-06-11,0.0
2022-06-12,1.0
2022-06-13,30.0
2022-06-14,31.0
2022-06-15,29.0
2022-06-16,29.0
2022-06-17,28.0
2022-06-18,0.0
2022-06-19,1.0
2022-06-20,28.0
2022-06-21,29.0
2022-06-22,27.0
2022-06-23,29.0
2022-06-24,27.0
2022-06-25,0.0
2022-06-26,7.0
2022-06-27,31.0
2022-06-28,39.0
2022-06-29,37.0
2022-06-30,36.0
2022-07-01,26.0
2022-07-02,2.0
2022-07-03,1.0
2022-07-04,29.0
2022-07-05,30.0
2022-07-06,30.0
2022-07-07,29.0
2022-07-08,29.0
2022-07-09,6.0
2022-07-10,1.0
2022-07-11,34.0
2022-07-12,41.0
2022-07-13,39.0
2022-07-14,38.0
2022-07-15,35.0
2022-07-16,8.0
2022-07-17,0.0
2022-07-18,39.0
2022-07-19,41.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,33.0
2022-07-23,0.0
2022-07-24,1.0
2022-07-25,39.0
2022-07-26,38.0
2022-07-27,29.0
2022-07-28,32.0
2022-07-29,24.0
2022-07-30,1.0
2022-07-31,0.0
2022-08-01,30.0
2022-08-02,29.0
2022-08-03,28.0
2022-08-04,28.0
2022-08-05,25.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,25.0
2022-08-09,28.0
2022-08-10,28.0
2022-08-11,31.0
2022-08-12,27.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,28.0
2022-08-16,29.0
2022-08-17,32.0
2022-08-18,30.0
2022-08-19,29.0
2022-08-20,3.0
2022-08-21,0.0
2022-08-22,28.0
2022-08-23,30.0
2022-08-24,31.0
2022-08-25,31.0
2022-08-26,27.0
2022-08-27,6.0
2022-08-28,0.0
2022-08-29,28.0
2022-08-30,30.0
2022-08-31,29.0
2022-09-01,30.0
2022-09-02,27.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,28.0
2022-09-06,29.0
2022-09-07,30.0
2022-09-08,30.0
2022-09-09,25.0
2022-09-10,1.0
2022-09-11,0.0
2022-09-12,30.0
2022-09-13,27.0
2022-09-14,27.0
2022-09-15,29.0
2022-09-16,28.0
2022-09-17,4.0
2022-09-18,0.0
2022-09-19,28.0
2022-09-20,30.0
2022-09-21,28.0
2022-09-22,28.0
2022-09-23,29.0
2022-09-24,0.0
2022-09-25,1.0
2022-09-26,28.0
2022-09-27,33.0
2022-09-28,30.0
2022-09-29,36.0
2022-09-30,25.0
2022-10-01,2.0
2022-10-02,0.0
2022-10-03,32.0
2022-10-04,35.0
2022-10-05,33.0
2022-10-06,31.0
2022-10-07,28.0
2022-10-08,1.0
2022-10-09,0.0
2022-10-10,29.0
2022-10-11,31.0
2022-10-12,31.0
2022-10-13,30.0
2022-10-14,30.0
2022-10-15,1.0
2022-10-16,4.0
2022-10-17,31.0
2022-10-18,35.0
2022-10-19,33.0
2022-10-20,34.0
2022-10-21,32.0
2022-10-22,6.0
2022-10-23,0.0
2022-10-24,34.0
2022-10-25,36.0
2022-10-26,32.0
2022-10-27,35.0
2022-10-28,32.0
2022-10-29,3.0
2022-10-30,1.0
2022-10-31,29.0
2022-11-01,31.0
2022-11-02,32.0
2022-11-03,32.0
2022-11-04,32.0
2022-11-05,1.0
2022-11-06,0.0
2022-11-07,35.0
2022-11-08,34.0
2022-11-09,34.0
2022-11-10,35.0
2022-11-11,27.0
2022-11-12,3.0
2022-11-13,0.0
2022-11-14,33.0
2022-11-15,35.0
2022-11-16,34.0
2022-11-17,35.0
2022-11-18,22.0
2022-11-19,5.0
2022-11-20,0.0
2022-11-21,35.0
2022-11-22,36.0
2022-11-23,34.0
2022-11-24,36.0
2022-11-25,30.0
2022-11-26,10.0
2022-11-27,0.0
2022-11-28,33.0
2022-11-29,35.0
2022-11-30,35.0
2022-12-01,37.0
2022-12-02,32.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,34.0
2022-12-06,35.0
2022-12-07,35.0
2022-12-08,36.0
2022-12-09,31.0
2022-12-10,5.0
2022-12-11,0.0
2022-12-12,33.0
2022-12-13,35.0
2022-12-14,34.0
2022-12-15,36.0
2022-12-16,31.0
2022-12-17,2.0
2022-12-18,1.0
2022-12-19,33.0
2022-12-20,35.0
2022-12-21,34.0
2022-12-22,38.0
2022-12-23,22.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,23.0
2022-12-28,25.0
2022-12-29,25.0
2022-12-30,23.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,33.0
2023-01-03,32.0
2023-01-04,33.0
2023-01-05,35.0
2023-01-06,27.0
2023-01-07,5.0
2023-01-08,0.0
2023-01-09,34.0
2023-01-10,37.0
2023-01-11,34.0
2023-01-12,37.0
2023-01-13,38.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,38.0
2023-01-17,41.0
2023-01-18,39.0
2023-01-19,38.0
2023-01-20,39.0
2023-01-21,3.0
2023-01-22,0.0
2023-01-23,38.0
2023-01-24,39.0
2023-01-25,34.0
2023-01-26,36.0
2023-01-27,34.0
2023-01-28,2.0
2023-01-29,0.0
2023-01-30,36.0
2023-01-31,36.0
2023-02-01,35.0
2023-02-02,38.0
2023-02-03,34.0
2023-02-04,6.0
2023-02-05,1.0
2023-02-06,36.0
2023-02-07,37.0
2023-02-08,33.0
2023-02-09,37.0
2023-02-10,34.0
2023-02-11,10.0
2023-02-12,0.0
2023-02-13,37.0
2023-02-14,39.0
2023-02-15,33.0
2023-02-16,37.0
2023-02-17,34.0
2023-02-18,8.0
2023-02-19,2.0
2023-02-20,35.0
2023-02-21,34.0
2023-02-22,35.0
2023-02-23,32.0
2023-02-24,33.0
2023-02-25,6.0
2023-02-26,0.0
2023-02-27,33.0
2023-02-28,34.0
2023-03-01,33.0
2023-03-02,33.0
2023-03-03,33.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,35.0
2023-03-07,34.0
2023-03-08,32.0
2023-03-09,33.0
2023-03-10,32.0
2023-03-11,6.0
2023-03-12,3.0
2023-03-13,37.0
2023-03-14,35.0
2023-03-15,34.0
2023-03-16,34.0
2023-03-17,35.0
2023-03-18,1.0
2023-03-19,0.0
2023-03-20,35.0
2023-03-21,36.0
2023-03-22,37.0
2023-03-23,35.0
2023-03-24,34.0
2023-03-25,2.0
2023-03-26,0.0
2023-03-27,34.0
2023-03-28,35.0
2023-03-29,32.0
2023-03-30,36.0
2023-03-31,31.0
2023-04-01,3.0
2023-04-02,0.0
2023-04-03,34.0
2023-04-04,35.0
2023-04-05,38.0
2023-04-06,34.0
2023-04-07,18.0
2023-04-08,8.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,36.0
2023-04-12,34.0
2023-04-13,38.0
2023-04-14,34.0
2023-04-15,5.0
2023-04-16,0.0
2023-04-17,37.0
2023-04-18,36.0
2023-04-19,38.0
2023-04-20,38.0
2023-04-21,34.0
2023-04-22,2.0
2023-04-23,0.0
2023-04-24,34.0
2023-04-25,38.0
2023-04-26,37.0
2023-04-27,0.0
2023-04-28,24.0
2023-04-29,8.0
2023-04-30,0.0
2023-05-01,37.0
2023-05-02,36.0
2023-05-03,36.0
2023-05-04,35.0
2023-05-05,35.0
2023-05-06,5.0
2023-05-07,1.0
2023-05-08,37.0
2023-05-09,38.0
2023-05-10,37.0
2023-05-11,23.0
2023-05-12,35.0
2023-05-13,4.0
2023-05-14,0.0
2023-05-15,37.0
2023-05-16,38.0
2023-05-17,37.0
2023-05-18,8.0
2023-05-19,30.0
2023-05-20,5.0
2023-05-21,0.0
2023-05-22,37.0
2023-05-23,37.0
2023-05-24,34.0
2023-05-25,36.0
2023-05-26,34.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,1.0
2023-05-30,37.0
2023-05-31,36.0
2023-06-01,38.0
2023-06-02,35.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,36.0
2023-06-06,39.0
2023-06-07,37.0
2023-06-08,36.0
2023-06-09,31.0
2023-06-10,1.0
2023-06-11,0.0
2023-06-12,37.0
2023-06-13,37.0
2023-06-14,34.0
2023-06-15,38.0
2023-06-16,33.0
2023-06-17,0.0
2023-06-18,1.0
2023-06-19,37.0
2023-06-20,37.0
2023-06-21,36.0
2023-06-22,38.0
2023-06-23,34.0
2023-06-24,1.0
2023-06-25,0.0
2023-06-26,37.0
2023-06-27,39.0
2023-06-28,38.0
2023-06-29,37.0
2023-06-30,34.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,37.0
2023-07-04,40.0
2023-07-05,35.0
2023-07-06,39.0
2023-07-07,35.0
2023-07-08,1.0
2023-07-09,0.0
2023-07-10,36.0
2023-07-11,38.0
2023-07-12,37.0
2023-07-13,40.0
2023-07-14,32.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,38.0
2023-07-18,39.0
2023-07-19,36.0
2023-07-20,38.0
2023-07-21,35.0
2023-07-22,2.0
2023-07-23,0.0
2023-07-24,39.0
2023-07-25,38.0
2023-07-26,35.0
2023-07-27,37.0
2023-07-28,33.0
2023-07-29,0.0
2023-07-30,2.0
2023-07-31,35.0
2023-08-01,42.0
2023-08-02,37.0
2023-08-03,38.0
2023-08-04,32.0
2023-08-05,4.0
2023-08-06,1.0
2023-08-07,38.0
2023-08-08,39.0
2023-08-09,38.0
2023-08-10,37.0
2023-08-11,32.0
2023-08-12,0.0
2023-08-13,1.0
2023-08-14,37.0
2023-08-15,38.0
2023-08-16,39.0
2023-08-17,37.0
2023-08-18,34.0
2023-08-19,1.0
2023-08-20,1.0
2023-08-21,36.0
2023-08-22,38.0
2023-08-23,37.0
2023-08-24,37.0
2023-08-25,34.0
2023-08-26,0.0
2023-08-27,1.0
2023-08-28,38.0
2023-08-29,39.0
2023-08-30,37.0
2023-08-31,38.0
2023-09-01,35.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,40.0
2023-09-05,40.0
2023-09-06,37.0
2023-09-07,38.0
2023-09-08,36.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,38.0
2023-09-12,39.0
2023-09-13,40.0
2023-09-14,38.0
2023-09-15,36.0
2023-09-16,5.0
2023-09-17,0.0
2023-09-18,38.0
2023-09-19,38.0
2023-09-20,38.0
2023-09-21,38.0
2023-09-22,37.0
2023-09-23,1.0
2023-09-24,0.0
2023-09-25,37.0
2023-09-26,40.0
2023-09-27,37.0
2023-09-28,38.0
2023-09-29,36.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,39.0
2023-10-03,42.0
2023-10-04,36.0
2023-10-05,41.0
2023-10-06,37.0
2023-10-07,3.0
2023-10-08,0.0
2023-10-09,39.0
2023-10-10,42.0
2023-10-11,38.0
2023-10-12,40.0
2023-10-13,36.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,39.0
2023-10-17,31.0
2023-10-18,38.0
2023-10-19,43.0
2023-10-20,39.0
2023-10-21,0.0
2023-10-22,2.0
2023-10-23,43.0
2023-10-24,42.0
2023-10-25,39.0
2023-10-26,42.0
2023-10-27,37.0
2023-10-28,0.0
2023-10-29,4.0
2023-10-30,43.0
2023-10-31,42.0
2023-11-01,41.0
2023-11-02,37.0
2023-11-03,39.0
2023-11-04,0.0
2023-11-05,2.0
2023-11-06,43.0
2023-11-07,40.0
2023-11-08,39.0
2023-11-09,39.0
2023-11-10,35.0
2023-11-11,1.0
2023-11-12,2.0
2023-11-13,39.0
2023-11-14,41.0
2023-11-15,38.0
2023-11-16,38.0
2023-11-17,35.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,40.0
2023-11-21,39.0
2023-11-22,37.0
2023-11-23,37.0
2023-11-24,33.0
2023-11-25,1.0
2023-11-26,2.0
2023-11-27,40.0
2023-11-28,38.0
2023-11-29,35.0
2023-11-30,37.0
2023-12-01,35.0
2023-12-02,2.0
2023-12-03,2.0
2023-12-04,38.0
2023-12-05,31.0
2023-12-06,38.0
2023-12-07,38.0
2023-12-08,36.0
2023-12-09,4.0
2023-12-10,4.0
2023-12-11,40.0
2023-12-12,38.0
2023-12-13,38.0
2023-12-14,38.0
2023-12-15,36.0
2023-12-16,4.0
2023-12-17,0.0
2023-12-18,37.0
2023-12-19,40.0
2023-12-20,37.0
2023-12-21,39.0
2023-12-22,31.0
2023-12-23,6.0
2023-12-24,3.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,26.0
2023-12-28,34.0
2023-12-29,26.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,34.0
2024-01-03,37.0
2024-01-04,36.0
2024-01-05,37.0
2024-01-06,4.0
2024-01-07,2.0
2024-01-08,38.0
2024-01-09,37.0
2024-01-10,37.0
2024-01-11,39.0
2024-01-12,34.0
2024-01-13,4.0
2024-01-14,1.0
2024-01-15,37.0
2024-01-16,39.0
2024-01-17,38.0
2024-01-18,39.0
2024-01-19,37.0
2024-01-20,2.0
2024-01-21,2.0
2024-01-22,15.0
2024-01-23,40.0
2024-01-24,40.0
2024-01-25,40.0
2024-01-26,35.0
2024-01-27,4.0
2024-01-28,1.0
2024-01-29,39.0
2024-01-30,41.0
2024-01-31,38.0
2024-02-01,40.0
2024-02-02,37.0
2024-02-03,2.0
2024-02-04,0.0
2024-02-05,39.0
2024-02-06,40.0
2024-02-07,38.0
2024-02-08,39.0
2024-02-09,38.0
2024-02-10,1.0
2024-02-11,1.0
2024-02-12,39.0
2024-02-13,41.0
2024-02-14,39.0
2024-02-15,43.0
2024-02-16,37.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,39.0
2024-02-20,40.0
2024-02-21,31.0
2024-02-22,40.0
2024-02-23,38.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,42.0
2024-02-27,40.0
2024-02-28,39.0
2024-02-29,39.0
2024-03-01,35.0
2024-03-02,1.0
2024-03-03,2.0
2024-03-04,40.0
2024-03-05,40.0
2024-03-06,39.0
2024-03-07,40.0
2024-03-08,38.0
2024-03-09,1.0
2024-03-10,1.0
2024-03-11,39.0
2024-03-12,40.0
2024-03-13,38.0
2024-03-14,40.0
2024-03-15,37.0
2024-03-16,2.0
2024-03-17,1.0
2024-03-18,37.0
2024-03-19,41.0
2024-03-20,39.0
2024-03-21,39.0
2024-03-22,36.0
2024-03-23,2.0
2024-03-24,0.0
2024-03-25,38.0
2024-03-26,39.0
2024-03-27,38.0
2024-03-28,37.0
2024-03-29,24.0
2024-03-30,1.0
2024-03-31,2.0
2024-04-01,0.0
2024-04-02,41.0
2024-04-03,40.0
2024-04-04,41.0
2024-04-05,37.0
2024-04-06,3.0
2024-04-07,0.0
2024-04-08,38.0
2024-04-09,41.0
2024-04-10,37.0
2024-04-11,40.0
2024-04-12,36.0
2024-04-13,0.0
2024-04-14,1.0
2024-04-15,40.0
2024-04-16,39.0
2024-04-17,40.0
2024-04-18,39.0
2024-04-19,36.0
2024-04-20,1.0
2024-04-21,3.0
2024-04-22,40.0
2024-04-23,40.0
2024-04-24,37.0
2024-04-25,38.0
2024-04-26,36.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,39.0
2024-04-30,41.0
2024-05-01,39.0
2024-05-02,40.0
2024-05-03,37.0
2024-05-04,3.0
2024-05-05,0.0
2024-05-06,41.0
2024-05-07,39.0
2024-05-08,38.0
2024-05-09,1.0
2024-05-10,34.0
2024-05-11,3.0
2024-05-12,1.0
2024-05-13,37.0
2024-05-14,41.0
2024-05-15,39.0
2024-05-16,41.0
2024-05-17,37.0
2024-05-18,0.0
2024-05-19,1.0
2024-05-20,1.0
2024-05-21,37.0
2024-05-22,40.0
2024-05-23,42.0
2024-05-24,36.0
2024-05-25,2.0
2024-05-26,2.0
2024-05-27,39.0
2024-05-28,37.0
2024-05-29,39.0
2024-05-30,40.0
2024-05-31,38.0
2024-06-01,1.0
2024-06-02,5.0
2024-06-03,38.0
2024-06-04,40.0
2024-06-05,39.0
2024-06-06,39.0
2024-06-07,37.0
2024-06-08,2.0
2024-06-09,0.0
2024-06-10,38.0
2024-06-11,41.0
2024-06-12,38.0
2024-06-13,38.0
2024-06-14,35.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,37.0
2024-06-18,39.0
2024-06-19,38.0
2024-06-20,39.0
2024-06-21,34.0
2024-06-22,2.0
2024-06-23,1.0
2024-06-24,39.0
2024-06-25,39.0
2024-06-26,36.0
2024-06-27,39.0
2024-06-28,36.0
2024-06-29,0.0
2024-06-30,2.0
2024-07-01,38.0
2024-07-02,39.0
2024-07-03,38.0
2024-07-04,38.0
2024-07-05,35.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,39.0
2024-07-09,38.0
2024-07-10,38.0
2024-07-11,38.0
2024-07-12,34.0
2024-07-13,2.0
2024-07-14,1.0
2024-07-15,39.0
2024-07-16,39.0
2024-07-17,37.0
2024-07-18,39.0
2024-07-19,34.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,38.0
2024-07-23,40.0
2024-07-24,37.0
2024-07-25,39.0
2024-07-26,34.0
2024-07-27,2.0
2024-07-28,0.0
2024-07-29,36.0
2024-07-30,39.0
2024-07-31,38.0
2024-08-01,35.0
2024-08-02,32.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,37.0
2024-08-06,38.0
2024-08-07,37.0
2024-08-08,37.0
2024-08-09,15.0
2024-08-10,0.0
2024-08-11,1.0
2024-08-12,29.0
2024-08-13,36.0
2024-08-14,36.0
2024-08-15,38.0
2024-08-16,33.0
2024-08-17,3.0
2024-08-18,0.0
2024-08-19,38.0
2024-08-20,40.0
2024-08-21,38.0
2024-08-22,39.0
2024-08-23,33.0
2024-08-24,0.0
2024-08-25,2.0
2024-08-26,37.0
2024-08-27,39.0
2024-08-28,38.0
2024-08-29,40.0
2024-08-30,34.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,38.0
2024-09-03,40.0
2024-09-04,40.0
2024-09-05,40.0
2024-09-06,36.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,39.0
2024-09-10,39.0
2024-09-11,37.0
2024-09-12,40.0
2024-09-13,36.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,40.0
2024-09-17,40.0
2024-09-18,39.0
2024-09-19,36.0
2024-09-20,35.0
2024-09-21,0.0
2024-09-22,1.0
2024-09-23,40.0
2024-09-24,39.0
2024-09-25,38.0
2024-09-26,38.0
2024-09-27,34.0
2024-09-28,1.0
2024-09-29,0.0
2024-09-30,38.0
2024-10-01,39.0
2024-10-02,35.0
2024-10-03,40.0
2024-10-04,35.0
2024-10-05,2.0
2024-10-06,0.0
2024-10-07,36.0
2024-10-08,39.0
2024-10-09,39.0
2024-10-10,39.0
2024-10-11,34.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,38.0
2024-10-15,39.0
2024-10-16,37.0
2024-10-17,39.0
2024-10-18,34.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,39.0
2024-10-22,38.0
2024-10-23,39.0
2024-10-24,40.0
2024-10-25,38.0
2024-10-26,6.0
2024-10-27,1.0
2024-10-28,0.0
2024-10-29,30.0
2024-10-30,37.0
2024-10-31,39.0
2024-11-01,36.0
2024-11-02,2.0
2024-11-03,1.0
2024-11-04,25.0
2024-11-05,38.0
2024-11-06,37.0
2024-11-07,38.0
2024-11-08,34.0
2024-11-09,2.0
2024-11-10,4.0
2024-11-11,37.0
2024-11-12,37.0
2024-11-13,38.0
2024-11-14,41.0
2024-11-15,38.0
2024-11-16,8.0
2024-11-17,4.0
2024-11-18,35.0
2024-11-19,39.0
2024-11-20,38.0
2024-11-21,38.0
2024-11-22,35.0
2024-11-23,4.0
2024-11-24,2.0
2024-11-25,38.0
2024-11-26,38.0
2024-11-27,33.0
2024-11-28,40.0
2024-11-29,33.0
2024-11-30,0.0
2024-12-01,1.0
2024-12-02,41.0
2024-12-03,39.0
2024-12-04,37.0
2024-12-05,38.0
2024-12-06,37.0
2024-12-07,3.0
2024-12-08,0.0
2024-12-09,34.0
2024-12-10,37.0
2024-12-11,39.0
2024-12-12,40.0
2024-12-13,33.0
2024-12-14,0.0
2024-12-15,2.0
2024-12-16,38.0
2024-12-17,40.0
2024-12-18,38.0
2024-12-19,39.0
2024-12-20,31.0
2024-12-21,0.0
2024-12-22,2.0
2024-12-23,31.0
2024-12-24,21.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,19.0
